title,link,text,buy/sell,fund,target_price,stock,date
Yes Securities neutral on One97 Communications; target price Rs 700,https://economictimes.indiatimes.com/markets/stocks/recos/yes-securities-neutral-on-one97-communications-target-price-rs-700/articleshow/99371083.cms,"One97 Communications, incorporated in the year 2000, is a Small Cap company (having a market cap of Rs 41077.65 Crore) operating in Services sector.",Yes,Yes Securities neutral on One97 Communications; target price Rs 700,97,Securities neutral on One97 Communications; target price Rs 700,2023-04-10
"Buy Kolte-Patil Developers, target price Rs 380: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-kolte-patil-developers-target-price-rs-380-hdfc-securities/articleshow/99370900.cms,"The brokerage remains constructive on the KPDL growthstory and maintain BUY, with an unchanged SOTP-based TP of INR 380.",Buy, HDFC Securities,380,Kolte-Patil Developers,2023-04-10
"Buy State Bank of India, target price Rs 700: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-state-bank-of-india-target-price-rs-700-icici-direct/articleshow/99370515.cms,Expect strong profit growth trend to continue with a surge of 65% YoY and 6.4% QoQ to Rs 15114 crore.,Buy, ICICI Direct,700,State Bank of India,2023-04-10
"Buy Bank of Baroda, target price Rs 200: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bank-of-baroda-target-price-rs-200-icici-direct/articleshow/99370368.cms,"Promoters held 63.97 per cent stake in the company as of 31-Dec-2022, while FIIs owned 9.97 per cent, DIIs 17.57 per cent.",Buy, ICICI Direct,200,Bank of Baroda,2023-04-10
"Buy Data Patterns (India), target price Rs 1550: Prabhudas Lilladher",https://economictimes.indiatimes.com/markets/stocks/recos/buy-data-patterns-india-target-price-rs-1550-prabhudas-lilladher/articleshow/99370188.cms,"Data Patterns (India), incorporated in the year 1998, is a Large Cap company (having a market cap of Rs 8107.60 Crore) operating in General sector.",Buy, Prabhudas Lilladher,1550,Data Patterns (India),2023-04-10
"Buy Bajaj Finserv, target price Rs 1318: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bajaj-finserv-target-price-rs-1318-icici-direct/articleshow/99369829.cms,"Bajaj Finserv, incorporated in the year 2007, is a Large Cap company (having a market cap of Rs 207695.17 Crore) operating in NBFC sector.",Buy, ICICI Direct,1318,Bajaj Finserv,2023-04-10
"Buy Maruti Suzuki India, target price Rs 8586: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-maruti-suzuki-india-target-price-rs-8586-icici-direct/articleshow/99369713.cms,"Maruti Suzuki India, incorporated in the year 1981, is a Large Cap company (having a market cap of Rs 257271.01 Crore) operating in Auto sector.",Buy, ICICI Direct,8586,Maruti Suzuki India,2023-04-10
"Sell Tech Mahindra, target price Rs 1018: Nuvama Wealth",https://economictimes.indiatimes.com/markets/stocks/recos/sell-tech-mahindra-target-price-rs-1018-nuvama-wealth-brokerage/articleshow/99369522.cms,Struggling to give a follow through bullish move after February breakout. OI shows short buildup.,Sell, Nuvama Wealth,1018, Tech Mahindra,2023-04-10
"Buy Indraprastha Gas, target price Rs 495: Nuvama Wealth brokerage",https://economictimes.indiatimes.com/markets/stocks/recos/buy-indraprastha-gas-target-price-rs-495-nuvama-wealth-brokerage/articleshow/99369435.cms,Breakout after trading in 450-380 since September 2022. Volumes are above average.,Buy, Nuvama Wealth brokerage,495,Indraprastha Gas,2023-04-10
"Buy Manappuram Finance, target price Rs 135.5 Nuvama Wealth",https://economictimes.indiatimes.com/markets/stocks/recos/buy-manappuram-finance-target-price-rs-135-5nbsp-nuvama-wealth-brokerage/articleshow/99369341.cms,"Manappuram Finance, incorporated in the year 1992, is a Mid Cap company (having a market cap of Rs 10867.71 Crore) operating in NBFC sector.",Buy,"Buy Manappuram Finance, target price Rs 135.5 Nuvama Wealth",135,Manappuram Finance,2023-04-10
"Buy Indian Hotels Company, target price Rs 350: Nuvama Wealth brokerage",https://economictimes.indiatimes.com/markets/stocks/recos/buy-indian-hotels-company-target-price-rs-350-nuvama-wealth-brokerage/articleshow/99369194.cms,"Indian Hotels Company, incorporated in the year 1902, is a Mid Cap company (having a market cap of Rs 46667.25 Crore) operating in Tourism & Hospitality sector.",Buy, Nuvama Wealth brokerage,350,Indian Hotels Company,2023-04-10
"Buy TCPL Packaging, target price Rs 1683: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-tcpl-packaging-target-price-rs-1683-hdfc-securities/articleshow/99333457.cms,Improving utilisation levels and better working capital management are likely to drive up the company’s RoCE.,Buy, HDFC Securities,1683,TCPL Packaging,2023-04-08
"Buy ICICI Bank, target price Rs 1115: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-icici-bank-target-price-rs-1115-jm-financial/articleshow/99290087.cms,"Promoters held 0 per cent stake in the company as of 31-Dec-2022, while FIIs owned 45.11 per cent, DIIs 44.09 per cent.",Buy, JM Financial,1115,ICICI Bank,2023-04-06
"Buy Navin Fluorine International, target price Rs 4955: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-navin-fluorine-international-target-price-rs-4955-jm-financial/articleshow/99289897.cms,"Navin Fluorine International, incorporated in the year 1998, is a Mid Cap company (having a market cap of Rs 21055.52 Crore) operating in Chemicals sector.",Buy, JM Financial,4955,Navin Fluorine International,2023-04-06
"Buy SRF, target price Rs 2985: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-srf-target-price-rs-2985-jm-financial/articleshow/99289751.cms,"For SRF, both refrigerant gas and fluoro specialty chemicals sales should continue the strong growth momentum, in the brokerage's view.",Buy, JM Financial,2985,SRF,2023-04-06
"Buy Godrej Consumer Products, target price Rs 1100: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-godrej-consumer-products-target-price-rs-1100-sharekhan-by-bnp-paribas/articleshow/99289527.cms,The stock is currently trading at attractive valuations of 44.1x/37.5x its FY2024E/FY2025E earnings.,Buy, Sharekhan by BNP Paribas,1100,Godrej Consumer Products,2023-04-06
"Buy HDFC Bank, target price Rs 1920: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-hdfc-bank-target-price-rs-1920-sharekhan-by-bnp-paribas/articleshow/99289290.cms,"HDFC Bank, incorporated in the year 1994, is a banking company (having a market cap of Rs 924626.04 Crore).",Buy, Sharekhan by BNP Paribas,1920,HDFC Bank,2023-04-06
"Buy Garden Reach Shipbuilders & Engineers, target price Rs 540: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-garden-reach-shipbuilders-amp-engineers-target-price-rs-540-hdfc-securities/articleshow/99288038.cms,"Garden Reach Shipbuilders & Engineers, incorporated in the year 1934, is a Small Cap company (having a market cap of Rs 5296.88 Crore) operating in Shipping sector.",Buy, HDFC Securities,540,Garden Reach Shipbuilders & Engineers,2023-04-06
"Buy CSB Bank, target price Rs 295: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-csb-bank-target-price-rs-295-hdfc-securities/articleshow/99287747.cms,"CSB Bank, incorporated in the year 1920, is a banking company (having a market cap of Rs 4442.10 Crore).",Buy, HDFC Securities,295,CSB Bank,2023-04-06
"Add Tata Steel, target price Rs 120: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/add-tata-steel-target-price-rs-120-icici-securities/articleshow/99287344.cms,"Promoters held 33.9 per cent stake in the company as of 31-Dec-2022, while FIIs owned 21.87 per cent, DIIs 19.55 per cent.",Add, ICICI Securities,120,Tata Steel,2023-04-06
"Buy Shyam Metalics and Energy, target price Rs 570: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-shyam-metalics-and-energy-target-price-rs-570-icici-securities/articleshow/99286604.cms,"Shyam Metalics and Energy, incorporated in the year 2002, is a Small Cap company (having a market cap of Rs 7014.72 Crore) operating in Metals - Ferrous sector.",Buy, ICICI Securities,570,Shyam Metalics and Energy,2023-04-06
"Buy Jindal Steel & Power, target price Rs 750.0 : ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-jindal-steel-amp-power-target-price-rs-750-0-icici-securities/articleshow/99286455.cms,"The brokerage remains positive on expanding spreads in India. Besides, enough opportunity exists in the export market where realisation too is currently better.",Buy, ICICI Securities,750,Jindal Steel & Power,2023-04-06
"Add Hindalco Industries, target price Rs 450: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/add-hindalco-industries-target-price-rs-450-icici-securities/articleshow/99286068.cms,"Going ahead, we believe, while long-term prospects for HNDL are bright, the transitory headwinds might be a deterrent to stock price performance.",Add, ICICI Securities,450,Hindalco Industries,2023-04-06
"Buy Motilal Oswal Financial Services, target price Rs 900: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-motilal-oswal-financial-services-target-price-rs-900-icici-securities/articleshow/99285805.cms,"Promoters held 69.47 per cent stake in the company as of 31-Dec-2022, while FIIs owned 7.35 per cent, DIIs 5.95 per cent.",Buy, ICICI Securities,900,Motilal Oswal Financial Services,2023-04-06
"Buy Star Health and Allied Insurance Company, target price Rs 800: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-star-health-and-allied-insurance-company-target-price-rs-800-icici-securities/articleshow/99285634.cms,"Additionally, as per the company, impact of price hike on NOP retention post the recent hike of ~25% in Family Health Optima (FHO) premium, should be less than 3-5% (also evident from past case studies). This should assuage investor concerns.",Buy, ICICI Securities,800,Star Health and Allied Insurance Company,2023-04-06
"Buy Grasim Industries, target price Rs 1673: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-grasim-industries-target-price-rs-1673-icici-direct/articleshow/99284842.cms,Breakout above a falling supply line joining last two months highs with a baseat 50 days EMA signalling continuation of the positive bias.,Buy, ICICI Direct,1673,Grasim Industries,2023-04-06
"Buy ITC, target price Rs 389.8: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-itc-target-price-rs-389-8-icici-direct/articleshow/99284434.cms,"ITC, incorporated in the year 1910, is a Large Cap company (having a market cap of Rs 479611.62 Crore) operating in Tobacco sector.",Buy, ICICI Direct,389,ITC,2023-04-06
"Buy ICICI Bank, target price Rs 912: IIFL",https://economictimes.indiatimes.com/markets/stocks/recos/buy-icici-bank-target-price-rs-912-iifl/articleshow/99284197.cms,"ICICI Bank, incorporated in the year 1994, is a banking company (having a market cap of Rs 617187.57 Crore).",Buy, IIFL,912,ICICI Bank,2023-04-06
"Buy InterGlobe Aviation, target price Rs 2010: IIFL",https://economictimes.indiatimes.com/markets/stocks/recos/buy-interglobe-aviation-target-price-rs-2010-iifl/articleshow/99284077.cms,The stock has closed above the 50 and 200EMA.,Buy, IIFL,2010,InterGlobe Aviation,2023-04-06
"Buy Housing Development Finance Corporation, target price Rs 2800: IIFL",https://economictimes.indiatimes.com/markets/stocks/recos/buy-housing-development-finance-corporation-target-price-rs-2800-iifl/articleshow/99283940.cms,"Promoters held 25.6 per cent stake in the company as of 31-Dec-2022, while FIIs owned 67.22 per cent, DIIs 21.55 per cent.",Buy, IIFL,2800,Housing Development Finance Corporation,2023-04-06
"Buy Ashok Leyland, target price Rs 175: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-ashok-leyland-target-price-rs-175-motilal-oswal-financial-services/articleshow/99273291.cms,"Ashok Leyland, incorporated in the year 1948, is a Large Cap company (having a market cap of Rs 41399.39 Crore) operating in Auto sector.",Buy, Motilal Oswal Financial Services,175,Ashok Leyland,2023-04-05
"Buy Bharat Electronics, target price Rs 130: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bharat-electronics-target-price-rs-130-jm-financial/articleshow/99273048.cms,"Promoters held 51.14 per cent stake in the company as of 31-Dec-2022, while FIIs owned 17.34 per cent, DIIs 24.96 per cent.",Buy, JM Financial,130,Bharat Electronics,2023-04-05
"Buy Hindalco Industries, target price Rs 530: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-hindalco-industries-target-price-rs-530-jm-financial/articleshow/99258725.cms,Hindalco’s strategic downstream capital allocation and increased coal security in India operations remain key triggers for earnings trajectory.,Buy, JM Financial,530,Hindalco Industries,2023-04-05
"Buy Harsha Engineers International, target price Rs 430 : JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-harsha-engineers-international-target-price-rs-430-jm-financial/articleshow/99258594.cms,"Harsha Engineers International, incorporated in the year 2010, is a Small Cap company (having a market cap of Rs 3068.64 Crore) operating in General sector.",Buy, JM Financial,430,Harsha Engineers International,2023-04-05
"Buy Mahindra & Mahindra, target price Rs 1475: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-mahindra-amp-mahindra-target-price-rs-1475-motilal-oswal-financial-services/articleshow/99258256.cms,"Mahindra & Mahindra, incorporated in the year 1945, is a Large Cap company (having a market cap of Rs 145441.10 Crore) operating in Auto sector.",Buy, Motilal Oswal Financial Services,1475,Mahindra & Mahindra,2023-04-05
"Buy Marico, target price Rs 590: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-marico-target-price-rs-590-motilal-oswal-financial-services/articleshow/99258078.cms,"Marico, incorporated in the year 1988, is a Large Cap company (having a market cap of Rs 62026.14 Crore) operating in FMCG sector.",Buy, Motilal Oswal Financial Services,590,Marico,2023-04-05
"Buy Hindalco Industries, target price Rs 510: Motilal Oswal",https://economictimes.indiatimes.com/markets/stocks/recos/buy-hindalco-industries-target-price-rs-510-hdfc-securities/articleshow/99257650.cms,"Hindalco Industries, incorporated in the year 1958, is a Large Cap company (having a market cap of Rs 90460.82 Crore) operating in Metals - Non Ferrous sector.",Buy, Motilal Oswal,510,Hindalco Industries,2023-04-05
